	text	frequency	label
25003	Hasslbeck	1	Herkunft
12337	Ditterich	130	Rufname
50078	Olejnizak	8	Beruf
52256	Pielarsky	2	Beruf
60141	Schlixbier	2	Übername
11172	Deinhardt	171	Rufname
24792	Hartmund	15	Rufname
2595	Bagdons	30	Rufname
68523	Theilkemeier	1	Beruf
38742	Köngetter	1	Rufname
27483	Hippert	106	Rufname
19232	Geisendorff	12	Herkunft
13862	Ebendorf	8	Herkunft
50042	Oldenbüttel	63	Herkunft
71681	Vlaskamp	3	Wohnstätte
66731	Striegnitz	73	Herkunft
26228	Henisch	21	Rufname
832	Alberts	864	Rufname
66869	Strähser	2	Wohnstätte
37215	Krejcova	1	Beruf
78909	zur Nieden	93	Wohnstätte
75572	Wiencke	357	Rufname
45246	Mertinatis	4	Rufname
30582	Jakovic	11	Rufname
21533	Grimmeiss	1	Beruf
56974	Rudigkeit	18	Übername
22051	Große-Rhode	9	Wohnstätte
33649	Kerßenboom	5	Wohnstätte
54748	Rehorz	7	Rufname
51442	Peickert	46	Beruf
15909	Failenschmidt	1	Beruf
6984	Breitschmid	15	Beruf
25281	Haßlberger	59	Herkunft
12234	Diroff	2	Rufname
9660	Christodoulou	44	Rufname
75303	Wichtlhuber	25	Beruf
33005	Kasperek	313	Rufname
76939	Woltjer	2	Rufname
57245	Russello	48	Übername
36906	Kramartschik	5	Beruf
26818	Herward	1	Rufname
23100	Göddemeyer	24	Beruf
7819	Brünje	11	Rufname
16425	Ferber	1387	Beruf
17693	Freundel	122	Übername
1145	Altmayer	221	Beruf
58287	Sapci	10	Beruf
15927	Fajfr	2	Beruf
77139	Wuebbe	1	Rufname
21780	Gropengießer	162	Beruf
53865	Querengesser	1	Wohnstätte
6335	Bonneck	27	Rufname
57584	Röttchen	10	Wohnstätte
20477	Goeking	6	Rufname
27699	Hoeffmann	4	Beruf
44647	Meering	15	Rufname
29740	Hübener	655	Beruf
11484	Deppke	1	Rufname
56067	Rodel	3	Rufname
10737	Dammkoehler	1	Beruf
71193	Varsbutter	1	Beruf
78421	Zinckgraf	5	Beruf
37743	Kubaneck	3	Rufname
3967	Belousowa	3	Übername
26011	Hellmold	183	Rufname
1253	Amende	198	Wohnstätte
78488	Zipfelmayer	4	Beruf
11059	Dedeken	1	Rufname
19174	Gehrtz	18	Rufname
42972	MacDonald	18	Rufname
18140	Fruehwacht	1	Beruf
29767	Hüg	5	Rufname
13519	Dökmeci	12	Beruf
59260	Scherpenberg	18	Wohnstätte
40876	Librentz	2	Rufname
54136	Rainel	1	Rufname
17695	Freundl	240	Übername
32492	Kamaci	41	Beruf
8713	Bökenhauer	16	Beruf
811	Albercht	7	Rufname
70957	Urbanzyk	12	Rufname
45769	Mikolasch	58	Rufname
25818	Heintzer	11	Rufname
45452	Meyerling	22	Beruf
3890	Beitel	155	Beruf
60721	Schneidenwind	9	Übername
52135	Pfördtner	5	Beruf
41687	Lohrbeer	22	Beruf
30277	Isold	1	Rufname
27492	Hirmann	29	Rufname
15510	Erwien	3	Rufname
68772	Thienelt	75	Rufname
35050	Klockow	208	Herkunft
23054	Gässel	1	Wohnstätte
76529	Woelz	7	Rufname
9763	Cihelka	3	Beruf
63201	Sewcyk	2	Beruf
39589	Langmayer	12	Beruf
50562	Ottemoeller	3	Beruf
54993	Reinharz	23	Rufname
68658	Thewis	20	Rufname
16775	Filius	49	Übername
1996	Aschenbrener	6	Beruf
71901	Volkery	93	Rufname
66022	Steurer	434	Beruf
44555	McLean	21	Rufname
8050	Buening	6	Rufname
57700	Rückl	156	Rufname
9468	Chatzialexandrou	1	Rufname
12473	Doemel	2	Rufname
25291	Heath	68	Wohnstätte
2668	Bakirci	34	Beruf
55746	Riehmer	73	Beruf
44957	Meklenburg	52	Herkunft
39169	Lachenmayr	88	Beruf
29	Abbing	227	Rufname
69723	Topfer	2	Beruf
48737	Nissing	72	Rufname
46707	Muratovic	119	Rufname
29953	Ibelherr	17	Übername
17158	Foersterling	4	Rufname
42901	Lüttikhuis	7	Wohnstätte
7244	Brodag	4	Übername
75906	Willin	44	Rufname
68057	Techtmeyer	2	Beruf
12742	Domrese	8	Herkunft
19177	Gehrwald	5	Rufname
33039	Kasputtis	24	Rufname
54104	Rahtje	1	Rufname
4998	Bieligk	54	Übername
11969	Dietlein	83	Rufname
60623	Schmädicke	92	Beruf
77128	Wrublewski	12	Herkunft
7780	Brüdigam	113	Übername
40559	Leobold	6	Rufname
47975	Neufart	1	Rufname
43804	Marold	260	Rufname
71840	Vojta	28	Rufname
1858	Arngold	54	Rufname
72503	van der Broeck	8	Wohnstätte
43938	Martschenko	63	Rufname
58979	Schefler	59	Beruf
49790	Oelgeschlaeger	2	Beruf
43410	Malchert	42	Rufname
25615	Heimanns	60	Rufname
70781	Unterbusch	62	Wohnstätte
18482	Füchtener	10	Wohnstätte
72773	von Köln	1	Herkunft
1249	Amelung	559	Rufname
39921	Lechleuter	5	Wohnstätte
40206	Leifheit	279	Rufname
17332	Fraehsdorf	1	Herkunft
55178	Reizler	1	Rufname
47236	Müllbrandt	3	Rufname
31920	Justh	17	Rufname
61961	Schwietthal	1	Übername
30168	Irmler	631	Rufname
75627	Wierbietzki	2	Herkunft
25601	Heilmair	35	Beruf
48992	Nothhof	13	Wohnstätte
71930	Volles	68	Rufname
47469	Nasiri	24	Rufname
57610	Röwekamp	305	Wohnstätte
15711	Ewalds	23	Rufname
21837	Grosse-Bley	1	Wohnstätte
11546	Deters	853	Rufname
3940	Bellgard	2	Herkunft
75798	Wilhelm	14288	Rufname
78600	Zondag	7	Übername
34887	Klimkat	5	Rufname
38130	Kunrad	16	Rufname
24948	Hassanzadeh	22	Rufname
4202	Berckenbrinck	5	Wohnstätte
71667	Vißers	9	Beruf
43324	Majchrowicz	10	Rufname
39392	Lammerts	20	Rufname
27934	Hofmiller	29	Beruf
3086	Barknecht	16	Beruf
74569	Weißkittel	4	Übername
63700	Silbernagel	338	Beruf
26022	Hellvogt	1	Übername
54608	Redelfs	59	Rufname
68661	Thews	296	Rufname
12336	Ditter	277	Rufname
74381	Weinschenker	11	Beruf
48189	Nichol	4	Rufname
75416	Wiechhardt	2	Rufname
526	Aengenendt	34	Wohnstätte
69280	Tietmann	23	Rufname
41908	Loukidou	1	Rufname
41909	Loukopoulos	3	Rufname
42284	Lupold	17	Rufname
77430	Wörne	40	Rufname
46552	Muckenhirn	51	Übername
72112	Vormwald	114	Wohnstätte
26288	Hennersperger	13	Herkunft
15299	Erenst	4	Rufname
39603	Langnikel	4	Rufname
71826	Voigtländer	1095	Herkunft
77363	Wöhrl	376	Rufname
41912	Lowasser	3	Wohnstätte
76509	Woehrl	5	Rufname
64119	Smulka	4	Beruf
55294	Rempge	2	Rufname
24185	Halfpaap	18	Übername
19466	Gerardi	59	Rufname
20269	Gloeser	5	Beruf
22904	Guthfreund	1	Übername
70712	Ungerecht	19	Übername
60524	Schmiedinger	10	Herkunft
20066	Giordani	18	Rufname
2770	Ballnuweit	8	Beruf
10164	Cords	398	Rufname
47783	Nelges	43	Rufname
13841	Ebbersmeyer	22	Beruf
24191	Halici	73	Beruf
53415	Prusaite	5	Herkunft
6674	Bradshaw	35	Herkunft
62836	Seile	48	Beruf
12324	Ditschereit	2	Beruf
42582	Lötten	8	Rufname
74372	Weinoldt	5	Rufname
13409	Dworatzek	145	Beruf
56046	Rockland	12	Wohnstätte
71851	Volbracht	126	Rufname
78987	Örücü	20	Beruf
67262	Stüvcke	5	Übername
73735	Watterod	1	Herkunft
69459	Tkaceva	2	Beruf
31718	Jungaberle	6	Rufname
21490	Grigorian	49	Rufname
22264	Grunenberg	503	Herkunft
70893	Unverhau	124	Übername
5232	Binnebesel	22	Übername
45302	Messingschlager	143	Beruf
47413	Naimiller	7	Beruf
45275	Mesarec	6	Beruf
8022	Bueckers	1	Beruf
34378	Klassens	3	Rufname
45810	Mikulsky	23	Rufname
71988	Voltz	309	Rufname
22757	Guggemoss	1	Herkunft
71471	Vesely	156	Übername
16507	Fessler	422	Beruf
44368	Mauche	22	Übername
12345	Dittewig	18	Rufname
41615	Loewner	36	Beruf
61978	Schwindhammer	22	Beruf
26991	Hewecker	9	Beruf
55562	Richards	129	Rufname
43770	Markowicz	19	Rufname
62898	Selenski	58	Herkunft
51891	Pfaffmann	132	Übername
45217	Mersin	13	Herkunft
8836	Bösswetter	1	Übername
10917	Darwisch	22	Übername
32839	Karaüzüm	12	Beruf
58656	Schaffner	1092	Beruf
76909	Wolpers	254	Rufname
8300	Burgsmueller	2	Beruf
65555	Steigmajer	8	Beruf
14493	Eikenboom	1	Wohnstätte
63486	Siegerist	17	Beruf
23681	Habrechtsmeier	3	Beruf
822	Alberter	90	Rufname
42848	Lütkehaus	84	Wohnstätte
78411	Zimmers	42	Beruf
57054	Ruehlmann	7	Rufname
16750	Filipowicz	30	Rufname
38635	Köbis	50	Rufname
43893	Martinec	32	Rufname
37865	Kudella	85	Übername
17660	Frerksen	11	Rufname
77573	Yahia	19	Rufname
5590	Blauhuth	3	Übername
14317	Ehrmanntraut	73	Rufname
28987	Hummell	4	Übername
2760	Ballaschk	45	Rufname
6215	Bollfrass	6	Übername
65574	Steinacher	159	Herkunft
20128	Giskes	34	Rufname
55592	Richterink	4	Beruf
16930	Fißenewert	1	Rufname
26209	Henff	4	Beruf
30383	Jackopaschke	3	Rufname
75552	Wielant	4	Rufname
22200	Gruenheit	1	Wohnstätte
9790	Ciriak	2	Rufname
64057	Smeetz	12	Beruf
57522	Röpers	1	Rufname
72682	von Gronau	7	Wohnstätte
19438	Georgiou	95	Rufname
56880	Roßknecht	16	Beruf
53597	Puglisi	67	Herkunft
56671	Rossmayer	6	Beruf
77838	Zakrzewske	1	Herkunft
58861	Schaufler	510	Beruf
17858	Friesorger	11	Übername
27431	Hinterlehner	2	Beruf
61569	Schuppank	3	Beruf
50072	Olejnik	300	Beruf
76417	Wißkopp	5	Übername
43930	Martl	103	Rufname
31034	Jefferies	12	Rufname
23369	Güdücü	16	Beruf
1308	Anastasiadou	18	Rufname
26688	Hermonies	9	Rufname
52574	Plog	269	Beruf
29368	Härthel	2	Rufname
13042	Drexler	2424	Beruf
22305	Grzegorzyk	2	Rufname
36159	Konopacki	23	Herkunft
28447	Honka	110	Rufname
32377	Kaldschmidt	22	Beruf
55962	Ritzdorff	6	Herkunft
76526	Woelting	2	Rufname
12288	Distelkämper	14	Wohnstätte
27355	Hinderscheidt	7	Wohnstätte
37299	Kreutzhuber	1	Beruf
3020	Barendt	52	Rufname
40260	Leineweber	681	Beruf
22238	Grulms	21	Rufname
67468	Symalle	2	Rufname
62878	Seizmeir	6	Beruf
4210	Berckhemer	16	Herkunft
55943	Risto	134	Herkunft
65873	Stenkat	8	Rufname
74791	Wenniger	2	Übername
72406	van Hoek	5	Wohnstätte
63497	Sieghardt	38	Rufname
3204	Bartholmä	4	Rufname
586	Ahlering	56	Rufname
37148	Kreidenweiss	6	Übername
35115	Kloppstech	10	Beruf
67295	Suchanke	15	Übername
47498	Naubert	56	Beruf
12001	Dietschmann	49	Rufname
71093	Vahnenbruck	40	Wohnstätte
61265	Schreurs	214	Beruf
37400	Kristandl	11	Rufname
54547	Rechermann	16	Beruf
77205	Wunderer	178	Übername
61812	Schweighart	147	Rufname
48664	Nikoleiski	11	Rufname
30641	Jakuscheit	10	Rufname
72953	von Walter	30	Rufname
46001	Mittelfeldt	2	Wohnstätte
73715	Waterkemper	4	Wohnstätte
30709	Jandek	22	Rufname
28911	Huffnagel	16	Beruf
46829	Mähnert	113	Rufname
18132	Frueauf	1	Übername
78555	Znidar	17	Beruf
76018	Wimschneider	21	Beruf
28644	Hoscheid	30	Herkunft
55568	Richarth	1	Rufname
22626	Grützner	1097	Beruf
10188	Cornilsen	11	Rufname
48186	Nibergall	1	Übername
39229	Lacroix	124	Wohnstätte
50446	Osterchrist	12	Übername
1304	Anastacio	7	Rufname
21710	Grollmuß	55	Rufname
13300	Dumrese	35	Herkunft
21630	Groenewegen	14	Wohnstätte
52175	Philippowitz	1	Rufname
26445	Heppenheimer	98	Herkunft
76972	Woner	1	Beruf
71886	Volkenant	22	Rufname
26915	Hetkaemper	1	Wohnstätte
67562	Szelong	9	Übername
16295	Fejfarova	1	Beruf
40190	Leidolf	32	Rufname
18837	Garczarek	55	Beruf
37339	Kreuzmüller	3	Beruf
48824	Noeltgen	1	Rufname
13983	Eckelboom	11	Wohnstätte
33311	Kazimierczyk	7	Rufname
78008	Zeidlmaier	3	Beruf
34546	Kleinboelting	2	Wohnstätte
41770	Loohuis	2	Wohnstätte
57428	Röhrdantz	2	Übername
68983	Thorschmidt	9	Beruf
5462	Bitzl	57	Wohnstätte
9064	Büssenschütt	113	Beruf
27929	Hofmayr	14	Beruf
42368	Luz	596	Rufname
41377	Littwins	12	Herkunft
28517	Hoppenbrock	10	Wohnstätte
46279	Molinari	95	Beruf
74473	Weissgaerber	3	Beruf
49300	Nöhrnberg	10	Herkunft
46802	Mynar	3	Beruf
49709	Ochsler	23	Beruf
66398	Stolarski	78	Beruf
22303	Grzegorzek	17	Rufname
61010	Schoenmaker	23	Beruf
18863	Gart	45	Rufname
23880	Haerlen	1	Übername
53342	Prokof	22	Rufname
25648	Heimertzheim	1	Herkunft
6854	Braungardt	165	Rufname
37792	Kubica	211	Rufname
76	Abelmann	168	Rufname
27273	Hilmers	35	Rufname
69673	Tomfort	14	Wohnstätte
10808	Danielson	9	Rufname
15410	Erlingheuser	3	Herkunft
39061	Künold	7	Rufname
23752	Hadenfelt	1	Herkunft
9281	Cassens	367	Rufname
30124	Ingenrieth	56	Wohnstätte
15736	Ewerth	78	Rufname
740	Akhtar	92	Rufname
44697	Mehlin	116	Herkunft
31481	Jonath	45	Rufname
24656	Harcks	18	Rufname
78275	Zieglarsky	2	Beruf
44052	Matheisen	133	Rufname
22056	Große-Stoltenberg	15	Wohnstätte
46379	Moravez	1	Herkunft
69541	Toenneßen	8	Rufname
19034	Gebhardtsbauer	5	Beruf
36983	Kratschmer	130	Beruf
75743	Wiggenhagen	28	Herkunft
74138	Weickhmann	9	Rufname
42867	Lütker	10	Rufname
62952	Semenov	89	Rufname
6339	Bonnemeier	37	Beruf
53575	Puderbach	192	Herkunft
46486	Mosmeir	1	Beruf
31317	Joeres	151	Rufname
75052	Westermaier	142	Beruf
62864	Seitzl	27	Rufname
67595	Szimkus	4	Rufname
29031	Hundsinger	4	Herkunft
47345	Nachtsheim	282	Herkunft
72215	Voßenkaul	20	Wohnstätte
67827	Süßenbacher	2	Herkunft
70183	Tuchscher	13	Beruf
70443	ter Schueren	1	Wohnstätte
13856	Ebelmann	9	Rufname
29059	Hunolt	9	Rufname
10696	Damien	4	Rufname
77176	Wulfern	18	Rufname
62934	Selmanaj	24	Rufname
22543	Grünhaupt	10	Übername
14394	Eichmair	5	Beruf
30444	Jaegers	123	Beruf
31183	Jettkant	16	Rufname
43403	Malcharzyk	17	Rufname
38939	Küfler	2	Beruf
19809	Getfert	7	Rufname
76783	Wolfraum	33	Rufname
2868	Baltruschies	1	Rufname
74083	Weibke	17	Rufname
10811	Danielzig	19	Rufname
28993	Hummelts	1	Rufname
58561	Schady	103	Übername
50297	Orlamuende	1	Herkunft
73884	Wedekindt	5	Rufname
75866	Willems	2115	Rufname
1604	Antonowa	4	Rufname
26951	Heugl	2	Rufname
73341	Waleciak	2	Rufname
42261	Lumplecker	4	Wohnstätte
76836	Wollensak	55	Beruf
23815	Haelbich	4	Rufname
8552	Bärtels	33	Rufname
7405	Brosz	25	Rufname
47436	Napolitano	111	Herkunft
30930	Jaschensky	4	Herkunft
15070	Engelke	2394	Rufname
6804	Brasat	14	Rufname
57360	Räthke	41	Rufname
58832	Scharrenbruch	4	Herkunft
3331	Bartuseck	4	Rufname
71672	Vlachodimou	1	Rufname
17435	Fratzky	2	Rufname
77400	Wöllstein	47	Herkunft
27147	Hilbich	238	Rufname
1149	Altmiler	1	Beruf
70923	Urbanas	3	Rufname
30138	Ioannidis	127	Rufname
30527	Jaißle	20	Rufname
3304	Bartoschek	273	Rufname
75829	Wilkenloh	55	Wohnstätte
61957	Schwietale	5	Übername
57004	Rudzik	28	Übername
53356	Prokopetz	36	Rufname
23649	Haberz	5	Rufname
33672	Kesselhack	3	Beruf
42887	Lüttfrenk	14	Rufname
55620	Rickes	173	Rufname
41527	Loeffellad	1	Beruf
31032	Jedwill	12	Rufname
27442	Hintermüller	28	Beruf
60016	Schlichenmaier	210	Beruf
25910	Heitzel	2	Rufname
3444	Bauermeister	843	Beruf
22573	Grünneker	7	Wohnstätte
8351	Burnat	2	Übername
5973	Boeldeke	2	Rufname
62779	Seidentopf	10	Übername
52093	Pfnürr	2	Übername
8937	Bühmann	106	Beruf
54708	Rehdorff	2	Herkunft
45069	Menking	43	Rufname
17813	Friedreich	23	Rufname
73074	Wachsmundt	5	Rufname
47352	Nadler	1134	Beruf
37445	Kroeber	65	Herkunft
23732	Hadamitzki	1	Rufname
42156	Luetzerath	1	Herkunft
61820	Schweikardt	167	Rufname
1560	Anthonsen	7	Rufname
19423	Georger	10	Rufname
36357	Kordsmeier	20	Beruf
2210	Augustini	18	Rufname
23336	Götzkes	10	Rufname
21841	Grosse-Brockhoff	5	Wohnstätte
50777	Paffke	4	Übername
56170	Roemmling	6	Rufname
46291	Mollitor	36	Beruf
61848	Schwemmhuber	14	Beruf
40991	Lieferenz	2	Rufname
16036	Fassmer	13	Rufname
69593	Tolksdorf	1196	Herkunft
51373	Pawlyk	10	Rufname
48396	Niekel	24	Rufname
46931	Möhlenbruck	1	Wohnstätte
23604	Habenich	5	Übername
56406	Rolfsmeyer	51	Beruf
79011	Öttlein	2	Rufname
41460	Lockmann	44	Übername
6756	Brandmeyr	6	Beruf
53885	Quintes	35	Rufname
71751	Voetter	17	Übername
39584	Langmajer	11	Beruf
54644	Reemtsma	53	Rufname
51349	Pawlik	1285	Rufname
65222	Stasiczek	13	Rufname
32092	Jürgs	57	Rufname
76868	Wollni	6	Übername
73075	Wachsmut	4	Rufname
2724	Balding	33	Rufname
74376	Weinriefer	19	Beruf
24179	Halfinger	51	Übername
31206	Jiran	2	Rufname
9483	Chatzigrigoriou	1	Rufname
69377	Timofejeva	2	Rufname
56845	Roubalik	2	Beruf
30587	Jaksch	511	Rufname
36876	Krajcir	4	Beruf
36363	Korfesmeyer	8	Beruf
70173	Tsolakis	33	Übername
59646	Schimitschek	20	Rufname
45062	Menk	524	Rufname
29614	Hönnighausen	7	Herkunft
54879	Reifschläger	59	Beruf
7654	Bruschinski	5	Herkunft
51195	Paulicks	31	Rufname
48180	Neßhöfer	1	Herkunft
26860	Heselich	30	Herkunft
38373	Kuschnir	36	Beruf
27308	Himmelheber	48	Übername
13883	Eberhardt	5496	Rufname
54189	Ramcke	307	Rufname
12122	Dimitris	5	Rufname
54427	Rauchhaupt	16	Übername
66521	Straatmann	143	Wohnstätte
4595	Berti	47	Rufname
842	Albin	156	Rufname
50741	Packebusch	129	Herkunft
48616	Niklaßon	2	Rufname
73497	Wamsser	5	Beruf
38443	Kuyucu	27	Beruf
51522	Penninger	135	Herkunft
44841	Meinering	7	Rufname
38780	Könntop	1	Herkunft
34895	Klimmesch	5	Rufname
36053	Kolodziejek	7	Beruf
28768	Hubener	5	Beruf
69601	Tolmien	6	Rufname
72272	Vyskocil	28	Übername
69547	Toens	6	Rufname
30539	Jakobebbinghaus	8	Herkunft
24344	Hammje	4	Rufname
31514	Jonge	5	Übername
22733	Guenther	348	Rufname
52727	Pohlchristoph	18	Rufname
40274	Leinweber	1193	Beruf
42892	Lüttgens	243	Rufname
39802	Lauxen	89	Rufname
22366	Gröbing	18	Rufname
47578	Nawrotek	6	Übername
59050	Scheifel	54	Beruf
47671	Nehles	22	Rufname
76694	Wojte	16	Beruf
27913	Hofheins	1	Rufname
64716	Spittelmeister	11	Beruf
8860	Böttinger	515	Herkunft
105	Ablassmeir	2	Beruf
28953	Huhnoldt	6	Rufname
57328	Rzehatschek	1	Rufname
54650	Reepschläger	75	Beruf
73998	Wegrzyniak	2	Herkunft
31929	Jutz	225	Rufname
72345	Völpel	308	Rufname
30131	Inhofner	2	Wohnstätte
45312	Mesters	49	Beruf
24652	Harcenko	17	Rufname
17276	Fornfett	6	Übername
21325	Grepmeier	13	Beruf
73298	Waldhart	11	Rufname
25569	Heigenmoser	10	Herkunft
50688	Owcorz	3	Beruf
42041	Ludwik	31	Rufname
25540	Heiderscheidt	7	Herkunft
33141	Katschinski	91	Herkunft
45239	Merthen	23	Rufname
77944	Zegla	9	Beruf
11272	Demcenko	22	Rufname
12574	Dolak	40	Wohnstätte
42318	Lutje	7	Rufname
17060	Flickner	9	Beruf
51338	Pawlenka	31	Rufname
15408	Erlin	2	Rufname
14600	Eisenbeißer	14	Übername
50417	Ossenbrück	6	Herkunft
44464	Maychrzak	15	Rufname
61494	Schuldheis	31	Beruf
53617	Purchart	2	Rufname
36442	Kortebein	29	Übername
78243	Ziebarth	597	Rufname
78673	Zulauf	363	Übername
70557	Uiblacker	1	Übername
10198	Corstens	1	Rufname
51064	Partl	71	Rufname
12111	Dimitric	10	Rufname
9047	Bürkle	1622	Rufname
55055	Reintgens	3	Rufname
28029	Holanek	2	Übername
34225	Kisslinger	95	Herkunft
74560	Weißhaar	452	Übername
67014	Stutenmeister	4	Beruf
73253	Waitschulies	3	Rufname
52359	Pilipczuk	6	Rufname
34543	Klein-Vorholt	7	Wohnstätte
62949	Selzner	63	Beruf
38796	Köpfle	53	Übername
15221	Epple	1334	Rufname
67953	Tanzeglock	8	Übername
24360	Hampisch	9	Übername
47998	Neuhart	25	Rufname
4591	Berthold	3322	Rufname
43849	Marsteller	27	Beruf
30901	Jarosiewicz	15	Rufname
41380	Litvak	16	Herkunft
5195	Bilousova	2	Übername
41735	Lokau	47	Herkunft
24709	Harmes	80	Rufname
49263	Nytsch	16	Rufname
19549	Gerhardy	168	Rufname
73254	Waitschulis	3	Rufname
62083	Schymalla	52	Rufname
32037	Jöstingmeyer	4	Beruf
30661	Jamroszyk	2	Rufname
63492	Siegfarth	17	Rufname
71895	Volkermann	25	Rufname
63590	Siepel	20	Rufname
38392	Kusnezowa	10	Beruf
49797	Oeljeschlager	6	Beruf
3215	Bartholomei	15	Rufname
62977	Semmelbeck	12	Beruf
37061	Krautschun	7	Beruf
70125	Tscherniak	19	Übername
44780	Meierkordt	13	Rufname
59129	Schellhaas	218	Übername
22201	Gruenhoff	1	Wohnstätte
51793	Petrovsky	40	Herkunft
42495	Löffladt	3	Beruf
75651	Wieschenkemper	5	Wohnstätte
69932	Trinkerl	35	Übername
43083	Maeckelburg	12	Herkunft
28104	Holletzek	57	Übername
68093	Tegtbüring	7	Beruf
47371	Nafz	83	Übername
10711	Dammaier	1	Beruf
28294	Holzenkämper	3	Wohnstätte
20474	Goeke	381	Rufname
30520	Jais	220	Rufname
65592	Steinbrech	69	Beruf
50706	Oxenknecht	17	Beruf
61854	Schwenckel	1	Übername
25069	Haubrichs	101	Rufname
69546	Toenns	1	Rufname
44343	Matzerath	183	Herkunft
22064	Große-Westermann	15	Wohnstätte
17410	Franzisi	23	Rufname
43573	Manze	24	Rufname
20450	Goedden	1	Rufname
34205	Kisewetter	1	Beruf
11284	Demertzidis	3	Beruf
54180	Ramadan	244	Rufname
14642	Eisenkölbl	6	Beruf
16102	Faßmers	3	Rufname
5102	Biesewinkel	14	Wohnstätte
37801	Kubig	60	Rufname
22582	Grüntal	1	Wohnstätte
5298	Birkenberger	54	Wohnstätte
2188	Aufenvenne	24	Wohnstätte
55005	Reinicke	1205	Rufname
29770	Hügele	20	Rufname
71414	Verbrugge	3	Wohnstätte
13775	de Jonge	80	Übername
28751	Hubacsek	5	Übername
45707	Migulla	17	Rufname
22306	Grzela	10	Rufname
65453	Steffes	680	Rufname
45035	Memisoglu	22	Rufname
41752	Lommatzsch	426	Herkunft
14921	Elstermeyer	14	Beruf
43362	Makovska	4	Herkunft
74488	Weissnicht	3	Übername
77788	Zagelmair	5	Beruf
2039	Asimus	21	Rufname
55388	Reppin	248	Herkunft
73360	Walgenbach	380	Herkunft
4455	Bernarding	116	Rufname
22138	Großmeier	9	Beruf
9608	Christenn	16	Rufname
31153	Jesberg	66	Herkunft
68088	Tegner	7	Beruf
78088	Zelinka	48	Beruf
44564	Mckenzie	9	Rufname
9643	Christler	8	Rufname
47036	Mößmer	179	Beruf
44234	Mattussek	4	Rufname
32161	Kaczmarczyck	3	Beruf
73454	Walscheid	35	Herkunft
50030	Olbrig	9	Rufname
22187	Gruenenwald	4	Wohnstätte
19021	Gebensleben	42	Herkunft
21956	Grothe	2278	Übername
69205	Tiedge	309	Rufname
47997	Neuhardt	120	Rufname
42387	Lysy	11	Übername
16318	Feldevert	24	Wohnstätte
6045	Boethig	2	Rufname
13492	Däubener	9	Beruf
20974	Grabka	53	Wohnstätte
9319	Cavusoglu	63	Beruf
17457	Frauenpreis	3	Übername
4328	Bergold	218	Rufname
2610	Bahceci	38	Beruf
35806	Koepping	9	Rufname
3902	Beittel	3	Beruf
45536	Michallak	9	Rufname
48357	Niedermüller	87	Beruf
54467	Rauschert	241	Übername
44777	Meierjuergen	1	Rufname
33885	Kienreich	8	Rufname
15053	Engelbertz	167	Rufname
43673	Mareczek	28	Rufname
77446	Wörtmann	42	Wohnstätte
69679	Tomkewitsch	2	Rufname
27111	Hientsch	1	Rufname
19452	Gepert	19	Rufname
34566	Kleine-Bösing	12	Wohnstätte
5320	Birkenkamp	88	Wohnstätte
44148	Mattersteig	49	Wohnstätte
36546	Kotarba	14	Übername
50191	Ondrejka	3	Rufname
539	Aerts	44	Rufname
33409	Kehrwald	57	Rufname
40705	Leutenegger	19	Herkunft
65434	Steff	29	Rufname
29808	Hüllenkrämer	20	Beruf
20775	Goossens	140	Rufname
77756	Zacherle	19	Rufname
1030	Almendinger	51	Herkunft
22968	Gutöhrle	15	Übername
37435	Kritikos	37	Herkunft
29868	Hünike	14	Rufname
18575	Fütterer	1023	Beruf
73499	Wamßler	2	Beruf
48266	Nicolay	490	Rufname
1401	Andrle	9	Rufname
69218	Tiedtken	1	Rufname
69243	Tielschner	1	Rufname
73796	Wayllant	2	Rufname
78485	Ziolkowsky	6	Herkunft
30725	Janes	172	Rufname
13275	Dumitrescu	78	Rufname
8365	Burtscheid	33	Herkunft
46889	Mätzel	25	Rufname
60480	Schmidtke	3499	Beruf
70931	Urbanek	775	Rufname
45292	Messemer	175	Beruf
7159	Brinkert	191	Wohnstätte
75505	Wiegardt	11	Rufname
44275	Matuszczyk	48	Rufname
54452	Rauhöft	56	Übername
5187	Billmeir	8	Beruf
43248	Maienschein	75	Übername
12768	Donius	14	Rufname
31892	Jurgelat	2	Rufname
58678	Schafmeister	119	Beruf
49344	Nöthlings	29	Übername
31987	Jänz	8	Rufname
4987	Biehlmeier	4	Beruf
18497	Füchtner	90	Wohnstätte
24287	Hamid	134	Rufname
34857	Kliemek	17	Rufname
47363	Naesemann	4	Übername
28451	Honsa	27	Rufname
59827	Schlags	10	Wohnstätte
42289	Lupprich	15	Rufname
16746	Filipova	10	Rufname
28312	Holzgrewe	29	Beruf
37718	Krüpfganß	3	Übername
20383	Gmeling	2	Übername
36565	Kothmeier	46	Beruf
12310	Dithmer	90	Rufname
44808	Meilhammer	66	Herkunft
45954	Miroschnik	14	Beruf
40485	Lengard	12	Rufname
13660	Dümont	41	Wohnstätte
41215	Linhard	148	Rufname
78911	zur Straßen	1	Wohnstätte
18487	Füchtenkort	18	Rufname
70291	Tägetmeier	1	Beruf
6196	Bokemüller	40	Beruf
17238	Foltyn	102	Rufname
36298	Kopoczek	3	Beruf
50481	Osteroth	92	Herkunft
52953	Pospisilova	3	Übername
25787	Heinricht	29	Rufname
